118.449	373	52
118.442	373	53
118.12	374	53
118.449	373	52
118.837	372	53
118.442	373	53
118.442	373	53
118.433	373	54
118.12	374	53
118.12	374	53
118.126	374	52
118.449	373	52
118.449	373	52
118.849	372	52
118.837	372	53
118.837	372	53
118.844	372	54
118.442	373	53
118.442	373	53
118.844	372	54
118.433	373	54
118.433	373	54
118.112	374	54
118.12	374	53
118.12	374	53
117.831	375	53
118.126	374	52
118.844	372	54
118.448	373	55
118.433	373	54
118.433	373	54
118.109	374	55
118.112	374	54
118.112	374	54
117.831	375	53
118.12	374	53
117.831	375	53
117.39	376	52
118.126	374	52
118.844	372	54
118.84	372	55
118.448	373	55
118.448	373	55
118.109	374	55
118.433	373	54
118.109	374	55
117.436	376	55
118.112	374	54
118.112	374	54
117.423	376	54
117.831	375	53
117.831	375	53
117.416	376	53
117.39	376	52
118.84	372	55
118.477	373	56
118.448	373	55
118.448	373	55
118.095	374	56
118.109	374	55
118.109	374	55
118.095	374	56
117.436	376	55
117.436	376	55
117.423	376	54
118.112	374	54
117.423	376	54
117.416	376	53
117.831	375	53
117.416	376	53
117.002	377	53
117.39	376	52
118.84	372	55
118.835	372	56
118.477	373	56
118.477	373	56
118.095	374	56
118.448	373	55
118.095	374	56
117.449	376	56
117.436	376	55
117.436	376	55
117.005	377	55
117.423	376	54
117.423	376	54
117.001	377	54
117.416	376	53
117.416	376	53
117.001	377	54
117.002	377	53
117.002	377	53
116.99	377	52
117.39	376	52
118.835	372	56
118.531	373	57
118.477	373	56
118.477	373	56
118.078	374	57
118.095	374	56
118.095	374	56
117.767	375	57
117.449	376	56
117.449	376	56
117.008	377	56
117.436	376	55
117.436	376	55
117.008	377	56
117.005	377	55
117.005	377	55
117.001	377	54
117.423	376	54
117.001	377	54
116.609	378	53
117.002	377	53
117.002	377	53
116.609	378	53
116.99	377	52
118.835	372	56
118.832	372	57
118.531	373	57
118.531	373	57
118.078	374	57
118.477	373	56
118.078	374	57
117.767	375	57
118.095	374	56
117.767	375	57
117.478	376	57
117.449	376	56
117.449	376	56
116.988	377	57
117.008	377	56
117.008	377	56
116.141	379	56
117.005	377	55
117.005	377	55
116.597	378	54
117.001	377	54
117.001	377	54
116.597	378	54
116.609	378	53
116.609	378	53
116.029	379.029	52
116.99	377	52
118.832	372	57
118.68	373	58
118.531	373	57
118.531	373	57
118.68	373	58
118.078	374	57
118.078	374	57
118.091	375	58
117.767	375	57
117.767	375	57
117.756	376	58
117.478	376	57
117.478	376	57
116.988	377	57
117.449	376	56
116.988	377	57
116.65	378	57
117.008	377	56
117.008	377	56
116.65	378	57
116.141	379	56
116.141	379	56
116.139	379	55
117.005	377	55
117.005	377	55
116.139	379	55
116.597	378	54
116.597	378	54
116.124	379	54
116.609	378	53
116.609	378	53
116.107	379.107	53
116.029	379.029	52
118.832	372	57
119.005	372	58
118.68	373	58
118.68	373	58
118.091	375	58
118.078	374	57
118.091	375	58
117.756	376	58
117.767	375	57
117.756	376	58
117.297	377	58
117.478	376	57
117.478	376	57
117.297	377	58
116.988	377	57
116.988	377	57
117.101	378	58
116.65	378	57
116.65	378	57
116.222	379	57
116.141	379	56
116.141	379	56
115.776	380	56
116.139	379	55
116.139	379	55
116.124	379	54
116.597	378	54
116.124	379	54
116.107	379.107	53
116.609	378	53
116.107	379.107	53
115.764	380	53
116.029	379.029	52
119.005	372	58
118.704	373	59
118.68	373	58
118.68	373	58
118.704	373	59
118.091	375	58
118.091	375	58
117.797	376	59
117.756	376	58
117.756	376	58
117.346	377	59
117.297	377	58
117.297	377	58
117.101	378	58
116.988	377	57
117.101	378	58
116.624	379	58
116.65	378	57
116.65	378	57
116.624	379	58
116.222	379	57
116.222	379	57
115.865	380	57
116.141	379	56
116.141	379	56
115.865	380	57
115.776	380	56
115.776	380	56
115.777	380	55
116.139	379	55
116.139	379	55
115.777	380	55
116.124	379	54
116.124	379	54
115.769	380	54
116.107	379.107	53
116.107	379.107	53
115.769	380	54
115.764	380	53
115.764	380	53
115.392	380.392	53
116.029	379.029	52
119.005	372	58
119.012	372	59
118.704	373	59
118.704	373	59
117.797	376	59
118.091	375	58
117.797	376	59
117.346	377	59
117.756	376	58
117.346	377	59
117.122	378	59
117.297	377	58
117.297	377	58
117.122	378	59
117.101	378	58
117.101	378	58
117.122	378	59
116.624	379	58
116.624	379	58
116.282	380	58
116.222	379	57
116.222	379	57
116.282	380	58
115.865	380	57
115.865	380	57
115.491	381	57
115.776	380	56
115.776	380	56
115.404	380.404	55
115.777	380	55
115.777	380	55
115.769	380	54
116.124	379	54
115.769	380	54
115.397	380.397	54
115.764	380	53
115.764	380	53
115.397	380.397	54
115.392	380.392	53
119.012	372	59
118.72	373	60
118.704	373	59
117.797	376	59
117.39	377	60
117.346	377	59
117.346	377	59
117.39	377	60
117.122	378	59
117.122	378	59
116.28	380	59
116.624	379	58
116.624	379	58
116.28	380	59
116.282	380	58
116.282	380	58
116.009	381	58
115.865	380	57
115.865	380	57
116.009	381	58
115.491	381	57
115.491	381	57
115.12	381.12	56
115.776	380	56
115.776	380	56
115.12	381.12	56
115.404	380.404	55
115.777	380	55
115.404	380.404	55
115.769	380	54
115.769	380	54
115.404	380.404	55
115.397	380.397	54
115.397	380.397	54
115.108	381.108	53
115.392	380.392	53
119.012	372	59
119.009	372	60
118.72	373	60
118.72	373	60
118.377	374	60
118.704	373	59
117.797	376	59
117.81	376	60
117.39	377	60
117.39	377	60
116.352	380	60
117.122	378	59
117.122	378	59
116.352	380	60
116.28	380	59
116.28	380	59
116.009	381	58
116.282	380	58
116.009	381	58
115.089	382	57
115.491	381	57
115.491	381	57
115.089	382	57
115.12	381.12	56
115.12	381.12	56
115.132	381.132	55
115.404	380.404	55
115.404	380.404	55
115.117	381.117	54
115.397	380.397	54
115.397	380.397	54
115.117	381.117	54
115.108	381.108	53
119.009	372	60
118.975	372	61
118.72	373	60
118.72	373	60
118.402	374	61
118.377	374	60
117.81	376	60
117.473	377	61
117.39	377	60
116.352	380	60
115.971	381	60
116.28	380	59
116.28	380	59
115.965	381	59
116.009	381	58
116.009	381	58
115.287	383	58
115.089	382	57
115.089	382	57
114.802	382	56
115.12	381.12	56
115.12	381.12	56
114.802	382	56
115.132	381.132	55
115.404	380.404	55
115.132	381.132	55
115.117	381.117	54
115.117	381.117	54
114.799	382	54
115.108	381.108	53
119.009	372	60
119.437	370	61
118.975	372	61
118.975	372	61
118.73	373	61
118.72	373	60
118.72	373	60
118.73	373	61
118.402	374	61
118.402	374	61
117.815	376	61
118.377	374	60
117.81	376	60
117.815	376	61
117.473	377	61
116.352	380	60
115.944	381	61
115.971	381	60
115.971	381	60
115.965	381	59
116.28	380	59
115.965	381	59
115.48	382	59
116.009	381	58
116.009	381	58
115.48	382	59
115.287	383	58
115.287	383	58
114.715	383	57
115.089	382	57
115.089	382	57
114.715	383	57
114.802	382	56
114.802	382	56
114.804	382	55
115.132	381.132	55
115.132	381.132	55
114.799	382	54
115.117	381.117	54
114.799	382	54
114.41	382.41	54
115.108	381.108	53
119.009	372	60
119.808	369	60
119.437	370	61
119.437	370	61
118.934	372	62
118.975	372	61
118.975	372	61
118.934	372	62
118.73	373	61
118.73	373	61
118.434	374	62
118.402	374	61
118.402	374	61
118.067	375	62
117.815	376	61
117.815	376	61
117.81	376	60
118.377	374	60
117.815	376	61
117.576	377	62
117.473	377	61
116.352	380	60
116.511	380	61
115.944	381	61
115.944	381	61
115.659	382	61
115.971	381	60
115.971	381	60
115.555	382	60
115.965	381	59
115.965	381	59
115.555	382	60
115.48	382	59
115.48	382	59
115.266	383	59
115.287	383	58
115.287	383	58
114.805	384	58
114.715	383	57
114.715	383	57
114.132	383.132	56
114.802	382	56
114.802	382	56
114.42	382.42	55
114.804	382	55
115.132	381.132	55
114.804	382	55
114.799	382	54
114.799	382	54
114.804	382	55
114.41	382.41	54
119.808	369	60
119.776	369	61
119.437	370	61
119.437	370	61
119.478	370	62
118.934	372	62
118.934	372	62
118.723	373	62
118.73	373	61
118.73	373	61
118.723	373	62
118.434	374	62
118.434	374	62
118.067	375	62
118.402	374	61
118.067	375	62
117.83	376	62
117.815	376	61
117.815	376	61
117.83	376	62
117.576	377	62
117.576	377	62
117.059	378	62
117.473	377	61
116.511	380	61
116.032	381	62
115.944	381	61
115.944	381	61
115.702	382	62
115.659	382	61
115.659	382	61
115.555	382	60
115.971	381	60
115.555	382	60
115.264	383	60
115.48	382	59
115.48	382	59
115.264	383	60
115.266	383	59
115.266	383	59
114.852	384	59
115.287	383	58
115.287	383	58
114.852	384	59
114.805	384	58
114.805	384	58
114.574	384	57
114.715	383	57
114.715	383	57
114.574	384	57
114.132	383.132	56
114.802	382	56
114.132	383.132	56
114.42	382.42	55
114.804	382	55
114.42	382.42	55
114.41	382.41	54
119.808	369	60
119.965	368	60
119.776	369	61
119.776	369	61
119.478	370	62
119.437	370	61
119.478	370	62
119.052	372	63
118.934	372	62
118.934	372	62
118.843	373	63
118.723	373	62
118.723	373	62
118.582	374	63
118.434	374	62
118.434	374	62
118.223	375	63
118.067	375	62
118.067	375	62
117.946	376	63
117.83	376	62
117.83	376	62
117.699	377	63
117.576	377	62
117.576	377	62
117.364	378	63
117.059	378	62
116.511	380	61
116.61	380	62
116.032	381	62
116.032	381	62
115.702	382	62
115.944	381	61
115.702	382	62
115.397	383	62
115.659	382	61
115.659	382	61
115.303	383	61
115.555	382	60
115.555	382	60
115.303	383	61
115.264	383	60
115.264	383	60
114.867	384	60
115.266	383	59
115.266	383	59
114.867	384	60
114.852	384	59
114.852	384	59
114.482	384.482	58
114.805	384	58
114.805	384	58
114.482	384.482	58
114.574	384	57
114.574	384	57
113.829	383.829	56
114.132	383.132	56
114.132	383.132	56
114.115	383.115	55
114.42	382.42	55
114.42	382.42	55
114.082	383.082	54
114.41	382.41	54
119.776	369	61
119.738	369	62
119.478	370	62
119.478	370	62
119.85	369	63
119.052	372	63
119.052	372	63
118.843	373	63
118.934	372	62
118.843	373	63
118.582	374	63
118.723	373	62
118.582	374	63
118.223	375	63
118.434	374	62
118.223	375	63
117.946	376	63
118.067	375	62
117.946	376	63
117.699	377	63
117.83	376	62
117.699	377	63
117.364	378	63
117.576	377	62
117.364	378	63
117.007	379	63
117.059	378	62
116.511	380	61
116.833	379	62
116.61	380	62
116.61	380	62
116.383	381	63
116.032	381	62
116.032	381	62
116.012	382	63
115.702	382	62
115.702	382	62
115.466	383	63
115.397	383	62
115.397	383	62
115.303	383	61
115.659	382	61
115.303	383	61
114.867	384	60
115.264	383	60
114.867	384	60
114.66	385	60
114.852	384	59
114.852	384	59
114.664	385	59
114.482	384.482	58
114.482	384.482	58
114.524	385	57
114.574	384	57
114.574	384	57
114.524	385	57
113.829	383.829	56
114.132	383.132	56
113.815	383.815	55
114.115	383.115	55
114.42	382.42	55
114.115	383.115	55
114.082	383.082	54
119.776	369	61
119.923	368	62
119.738	369	62
119.738	369	62
119.85	369	63
119.478	370	62
119.052	372	63
118.874	372	64
118.843	373	63
118.843	373	63
118.637	373	64
118.582	374	63
118.582	374	63
118.388	374	64
118.223	375	63
118.223	375	63
118.062	375	64
117.946	376	63
117.946	376	63
117.681	376	64
117.699	377	63
117.699	377	63
117.479	377	64
117.364	378	63
117.364	378	63
117.11	378	64
117.007	379	63
117.007	379	63
116.833	379	62
117.059	378	62
116.833	379	62
116.666	380	63
116.61	380	62
116.61	380	62
116.666	380	63
116.383	381	63
116.383	381	63
116.012	382	63
116.032	381	62
116.012	382	63
115.466	383	63
115.702	382	62
115.466	383	63
115.349	384	63
115.397	383	62
115.397	383	62
114.818	384	62
115.303	383	61
115.303	383	61
114.7	384	61
114.867	384	60
114.867	384	60
114.7	384	61
114.66	385	60
114.66	385	60
114.664	385	59
114.852	384	59
114.664	385	59
114.613	385	58
114.482	384.482	58
114.482	384.482	58
114.613	385	58
114.524	385	57
114.524	385	57
113.801	386	57
113.829	383.829	56
114.132	383.132	56
113.829	383.829	56
113.815	383.815	55
114.115	383.115	55
113.807	383.807	54
114.082	383.082	54
119.923	368	62
119.85	369	63
119.738	369	62
119.052	372	63
119.266	371	64
118.874	372	64
118.874	372	64
118.637	373	64
118.843	373	63
118.637	373	64
118.388	374	64
118.582	374	63
118.388	374	64
118.062	375	64
118.223	375	63
118.062	375	64
117.681	376	64
117.946	376	63
117.681	376	64
117.479	377	64
117.699	377	63
117.479	377	64
117.11	378	64
117.364	378	63
117.11	378	64
116.693	379	64
117.007	379	63
117.007	379	63
116.666	380	63
116.833	379	62
116.666	380	63
116.41	380	64
116.383	381	63
116.383	381	63
116.097	381	64
116.012	382	63
116.012	382	63
115.632	382	64
115.466	383	63
115.466	383	63
115.306	383	64
115.349	384	63
115.349	384	63
114.818	384	62
